up:P62489	rno:117017
up:Q7XQ88	osa:4337389
up:P46975	cel:CELE_T12A2.2
up:P39007	sce:YGL022W
up:Q9D9B4	mmu:76633
up:Q9H2I8	hsa:83938
up:P49138	mmu:17164
up:P49137	hsa:9261
up:Q66H84	rno:315994
up:Q16644	hsa:7867
up:Q3UMW7	mmu:102626
up:Q3SYZ2	bta:615215
up:P49071	dme:Dmel_CG3086
up:Q9CZE3	mmu:67844
up:Q13637	hsa:10981
up:P57729	hsa:23682
up:Q8QZZ8	mmu:72433
up:Q06AU5	ssc:100144496
up:Q54QR3	ddi:DDB_G0283603
up:Q8N6R1	hsa:387923
up:Q9Y6X1	hsa:27230
up:Q5REZ1	pon:100171602
up:P30626	hsa:6717
up:Q6P069	mmu:109552
up:Q8VC88	mmu:227960
up:Q5RAI6	pon:100174456
up:P28676	hsa:25801
up:Q9Y2Q5	hsa:28956
up:Q7ZXB7	xla:379741
up:Q9JHS3	mmu:83409
up:Q63ZJ2	xla:494825
up:B5FYY5	tgu:100190214
up:B5X7X4	sasa:106580651
up:B5X7X4	sasa:106605307
up:Q6DF40	xtr:448570
up:Q9V8I2	dme:Dmel_CG5189
up:Q94554	dvi:Dvir_GJ15176
up:Q24337	dme:Dmel_CG1871
up:P84089	mmu:13877
up:Q98874	dre:30475
up:Q86A92	ddi:DDB_G0274565
up:P08985	dme:Dmel_CG5499
up:Q27511	cel:CELE_R08C7.3
up:Q8H7Y8	osa:4331710
up:Q84MP7	osa:4334071
up:Q9C944	ath:AT1G52740
up:O23628	ath:AT3G54560
up:Q9SII0	ath:AT2G38810
up:Q8S857	osa:4348638
up:Q4PHE4	uma:UMAG_00469
up:P0CO01	cnb:CNBI2690
up:P48003	spo:SPBC11B10.10c
up:Q12692	sce:YOL012C
up:Q2UJ80	aor:AO090003001324
up:A1C5F1	act:ACLA_003310
up:Q1DTG2	cim:CIMG_06401
up:A2R702	ang:ANI_1_252144
up:Q4WE68	afm:AFUA_5G01950
up:A5DXC6	lel:LELG_02013
up:Q5AUJ1	ani:AN8039.2
up:Q6C341	yli:YALI0F02827g
up:Q873G4	ncr:NCU05347
up:Q5AEE1	cal:CAALFM_C303280CA
up:A5DQL2	pgu:PGUG_05563
up:Q6BQE9	dha:DEHA2E05720g
up:P08992	tet:TTHERM_00143660
up:A3GHC1	pic:PICST_9318
up:Q75CC6	ago:AGOS_ACL017C
up:Q0UG93	pno:SNOG_09221
up:Q9T0H7	ath:AT4G13570
up:O77792	bta:281563
up:P55916	hsa:7352
up:P56501	mmu:22229
up:Q15370	hsa:6923
up:P62870	rno:81807
up:P63171	bta:282380
up:Q9Z336	rno:83462
up:P51807	mmu:100040531
up:P51807	mmu:100040563
up:P51807	mmu:100310872
up:P51807	mmu:21648
up:Q94524	dme:Dmel_CG12363
up:P51808	hsa:6990
up:Q8SPS9	cfa:403505
up:Q6XXL8	oas:443256
up:P56387	mmu:67117
up:Q9D8B3	mmu:75608
up:Q9H444	hsa:128866
up:Q5XGW6	xla:495125
up:Q6GL11	xtr:448169
up:Q7ZVC4	dre:393164
up:Q5ZHP5	gga:419150
up:Q6GNN8	xla:444307
up:Q6IQ73	dre:406766
up:Q96CF2	hsa:92421
up:Q9BY43	hsa:29082
up:A2VDY3	bta:613647
up:Q8BW96	mmu:227541
up:Q8IU85	hsa:57118
up:Q63450	rno:171503
up:Q91YS8	mmu:52163
up:Q14012	hsa:8536
up:Q9TXJ0	cel:CELE_K07A9.2
up:Q6P2M8	hsa:139728
up:O70150	rno:29660
up:Q9QYK9	mmu:93843
up:Q5RFR8	pon:100171420
up:Q28104	bta:338085
up:O14579	hsa:11316
up:Q5ZIK9	gga:420117
up:Q60445	cge:100689412
up:O89079	mmu:59042
up:Q94124	cel:CELE_K03D3.10
up:P19073	sce:YLR229C
up:Q9HF56	ago:AGOS_AGL093W
up:O96390	ddi:DDB_G0269176
up:Q9GPS3	ddi:DDB_G0276967
up:P17081	hsa:23433
up:Q9JJL4	rno:85428
up:Q6Z7L8	osa:4329132
up:Q38903	ath:AT5G45970
up:P34149	ddi:DDB_G0293526
up:Q38912	ath:AT4G35020
up:P92978	ath:AT3G51300
up:Q41253	ghi:107924928
up:Q6EP31	osa:4331272
up:Q38902	ath:AT2G17800
up:Q6ZHA3	osa:4328116
up:Q9H4E5	hsa:57381
up:Q39435	bvg:104895157
up:Q38919	ath:AT1G20090
up:Q67VP4	osa:4340590
up:Q9SBJ6	ath:AT4G35950
up:Q6Z808	osa:4330693
up:Q38937	ath:AT1G75840
up:Q68Y52	osa:4339304
up:O82480	ath:AT4G28950
up:Q9ER71	mmu:80837
up:Q9SU67	ath:AT3G48040
up:O82481	ath:AT5G62880
up:Q9SSX0	osa:4325879
up:Q9XGU0	ath:AT2G44690
up:Q9GPR7	ddi:DDB_G0269240
up:Q9GPS0	ddi:DDB_G0269178
up:Q24192	dme:Dmel_CG9366
up:Q6Q415	dre:405888
up:Q9Y3U8	hsa:25873
up:Q66KU4	xla:108706795
up:Q66KU4	xla:447146
up:P39032	rno:58927
up:Q3T171	bta:768327
up:Q90YT2	ipu:100304548
up:Q98TF6	gga:373936
up:P49181	cel:CELE_F37C12.4
up:P49630	dme:Dmel_CG7622
up:Q9LZ57	ath:AT5G02450
up:Q92365	spo:SPCC970.05
up:O94658	spo:SPBC405.07
up:P48201	hsa:518
up:Q5RFL2	pon:100171455
up:P56384	mmu:228033
up:Q3ZC75	bta:540176
up:P56383	mmu:67942
up:Q06646	rno:171082
up:Q06055	hsa:517
up:Q5RAP9	pon:100172599
up:P07926	bta:337887
up:Q06056	oas:443542
up:Q9BKS0	cel:CELE_Y82E9BR.3
up:P50886	xla:108696602
up:P50886	xla:397904
up:Q90YU6	ipu:100304536
up:P67985	ssc:397047
up:P35268	hsa:6146
up:Q98TF8	gga:373937
up:P47198	rno:81768
up:Q9D7S7	mmu:68028
up:Q6P5R6	hsa:200916
up:A4FUH0	bta:614872
up:Q5I0R6	xtr:496910
up:Q6DFI2	xla:446362
up:Q28FY5	xtr:448523
up:Q6DGL7	dre:436757
up:Q9BVK8	hsa:10430
up:Q9CQG6	mmu:69804
up:Q2TA63	rno:292792
up:Q3SZR6	bta:535038
up:P84100	rno:81767
up:Q7ZYS1	xla:108702499
up:Q7ZYS1	xla:379959
up:P36241	dme:Dmel_CG2746
up:Q6P5L3	dre:406489
up:Q90YU8	ipu:100305049
up:Q9LUQ6	ath:AT3G16780
up:P49693	ath:AT4G02230
up:Q9SRX2	ath:AT1G02780
up:O02639	cel:CELE_C09D4.5
up:P0DJ60	tet:TTHERM_00444510
up:O42699	spo:SPCC1682.14
up:P14329	ddi:DDB_G0281565
up:P05734	spo:SPBC56F2.02
up:P0CX82	sce:YBL027W
up:P0CX82	sce:YBR084C-A
up:P61251	mcf:102115597
up:P61251	mcf:102139875
up:Q6Q312	oas:443468
up:Q9GT45	aga:AgaP_AGAP012100
up:P13008	dme:Dmel_CG10305
up:Q9UT56	spo:SPAC806.03c
up:Q9UTG4	spo:SPAC1805.11c
up:O45499	cel:CELE_F39B2.6
up:Q9LYK9	ath:AT3G56340
up:P49206	ath:AT2G40590
up:Q8LPJ7	ath:AT2G40510
up:P21772	ncr:NCU04552
up:P39938	sce:YGL189C
up:P39939	sce:YER131W
up:Q54TL8	ddi:DDB_G0281677
up:P52301	xla:100189578
up:P52301	xla:379874
up:P42558	gga:396193
up:P62828	rno:84509
up:Q6GL85	xtr:448091
up:P79735	dre:30572
up:Q9YGC0	sasa:100136389
up:Q9YGC0	sasa:100136528
up:P38542	bmy:Bm1_44725
up:Q9VZ23	dme:Dmel_CG1404
up:O17915	cel:CELE_K01G5.4
up:Q8K586	rno:751812
up:Q61820	mmu:19428
up:P32836	sce:YOR185C
up:Q74ZA9	ago:AGOS_AGR294C
up:P28748	spo:SPBC1289.03c
up:P32835	sce:YLR293C
up:Q8TFK3	yli:YALI0F04730g
up:Q6FR65	cgr:CAGL0I00594g
up:P41918	nta:107829920
up:Q8H156	ath:AT5G55190
up:P41919	nta:107779563
up:Q7RVL0	ncr:NCU09269
up:P41916	ath:AT5G20010
up:P38546	sly:778289
up:P38547	sly:778290
up:P38547	sly:778291
up:Q7F7I7	osa:4325312
up:P41917	ath:AT5G20020
up:Q7GD79	osa:4339683
up:P33519	ddi:DDB_G0291235
up:Q9VUN3	dme:Dmel_CG7815
up:Q9FLQ3	ath:AT5G55080
up:O96269	pfa:PF3D7_0219200
up:P49689	ath:AT2G19750
up:P49689	ath:AT4G29390
up:P49689	ath:AT5G56670
up:Q556Y1	ddi:DDB_G0273191
up:Q556Y1	ddi:DDB_G0273743
up:P0CX33	sce:YLR287C-A
up:P0CX33	sce:YOR182C
up:P67779	rno:25344
up:P35232	hsa:5245
up:P24156	dme:Dmel_CG10691
up:Q9BKU4	cel:CELE_Y37E3.9
up:Q54GI9	ddi:DDB_G0290123
up:O04331	ath:AT5G40770
up:Q9LK25	ath:AT3G27280
up:Q9DAK2	mmu:69310
up:Q96M98	hsa:135138
up:O95164	hsa:5412
up:Q9Z2M6	mmu:24109
up:P60467	cfa:404018
up:Q9CQS8	mmu:66212
up:Q54YR4	ddi:DDB_G0278117
up:Q5ZMM5	gga:768824
up:Q9Y5V0	hsa:51123
up:P61270	mcf:102128541
up:P52812	aga:AgaP_AGAP009998
up:Q6XHX5	dya:Dyak_GE13464
up:P0CX47	sce:YBR048W
up:P0CX47	sce:YDR025W
up:O65569	ath:AT4G30800
up:P16181	ath:AT3G48930
up:P42733	ath:AT5G23740
up:Q54S90	ddi:DDB_G0282601
up:P17093	gmx:547984
up:P25460	zma:110485086
up:P25460	zma:542552
up:Q02253	rno:81708
up:Q9EQ20	mmu:104776
up:Q07536	bta:327692
up:Q02252	hsa:4329
up:Q17M80	aag:5568558
up:Q7QC84	aga:AgaP_AGAP002499
up:Q29HB2	dpo:Dpse_GA14712
up:Q7KW39	dme:Dmel_CG17896
up:P52713	cel:CELE_F13D12.4
up:Q54I10	ddi:DDB_G0289085
up:P28810	pae:PA3570
up:P63081	rno:170667
up:P27449	hsa:527
up:P23956	bta:550622
up:O18882	oas:443003
up:P23380	dme:Dmel_CG3161
up:O16110	aag:5573732
up:P31413	ncr:NCU01332
up:O24011	sly:101253944
up:O24011	sly:101254245
up:O24011	sly:543525
up:Q40585	nta:107818038
up:P0DH92	ath:AT2G16510
up:P0DH92	ath:AT4G34720
up:P0DH92	ath:AT4G38920
up:Q43434	ghi:107898580
up:Q43434	ghi:107909439
up:Q43434	ghi:107920550
up:Q43434	ghi:107936576
up:Q43434	ghi:107949088
up:P59228	ath:AT1G19910
up:P59229	ath:AT1G75630
up:O22552	vra:106780537
up:P50515	spo:SPAC1B3.14
up:Q0IUB5	osa:4349890
up:P25515	sce:YEL027W
up:Q755G4	ago:AGOS_AFL141C
up:P32842	sce:YPL234C
up:Q6FUY5	cgr:CAGL0E06204g
up:Q6BSB9	dha:DEHA2D10032g
up:Q6CT28	kla:KLLA0_C15917g
up:Q9URZ8	spo:SPAC732.01
up:Q9Y874	ncr:NCU00667
up:Q21898	cel:CELE_R10E11.8
up:Q91398	dre:30428
up:P28021	xla:108698568
up:P28021	xla:399320
up:P67872	ssc:397211
up:P08182	dme:Dmel_CG15224
up:P28548	cel:CELE_T01G9.6
up:O96863	dme:Dmel_CG8914
up:A1E295	ssc:100037961
up:P10605	mmu:13030
up:Q5R6D1	pon:100173564
up:P07858	hsa:1508
up:Q4R5M2	mcf:101865017
up:P07688	bta:281105
up:Q7Z1E6	bmor:692629
up:P29413	dme:Dmel_CG9429
up:P14211	mmu:12317
up:P15253	ocu:100009050
up:Q8K3H7	cge:100689096
up:P18418	rno:64202
up:P27797	hsa:811
up:P28491	ssc:100381266
up:P52193	bta:281036
up:Q61KR9	cbr:CBG09253
up:P27798	cel:CELE_Y38A10A.5
up:P23396	hsa:6188
up:P62909	rno:140654
up:Q5R465	pon:100174045
up:Q90YS2	ipu:100304557
up:P47835	xla:443740
up:P02350	xla:444841
up:Q06559	dme:Dmel_CG6779
up:P48152	cel:CELE_C23G10.3
up:Q9SIP7	ath:AT2G31610
up:Q9FJA6	ath:AT5G35530
up:Q9M339	ath:AT3G53870
up:O60128	spo:SPBC16G5.14c
up:P05750	sce:YNL178W
up:P90526	ddi:DDB_G0293000
up:Q9XT54	cfa:403781
up:Q95142	bta:281976
up:O43924	hsa:5147
up:O55057	mmu:18582
up:Q18268	cel:CELE_C27H5.1
up:Q7PZ66	aga:AgaP_AGAP011756
up:B0WS18	cqu:CpipJ_CPIJ010144
up:Q17FF6	aag:5578100
up:Q29JT7	dpo:Dpse_GA21678
up:B4KG03	dmo:Dmoj_GI18057
up:B4LSE6	dvi:Dvir_GJ16426
up:B3N7D5	der:6542893
up:Q9VLJ0	dme:Dmel_CG9296
up:B4JDZ5	dgr:Dgri_GH10462
up:B4HYQ2	dse:Dsec_GM12770
up:B4N7S9	dwi:6646779
up:O57592	tru:101064977
up:Q90YW2	ipu:100304523
up:P32429	gga:417158
up:Q2TBQ5	bta:513128
up:P62425	rno:296596
up:P12970	mmu:27176
up:Q9LZH9	ath:AT3G62870
up:P35685	osa:4345279
up:P35685	osa:4347522
up:P49692	ath:AT2G47610
up:P46223	dme:Dmel_CG3314
up:O13672	spo:SPBC29A3.04
up:P17076	sce:YHL033C
up:P29453	sce:YLL045C
up:O76732	aga:AgaP_AGAP005960
up:Q966C6	cel:CELE_Y24D9A.4
up:Q90YS3	ipu:100304556
up:P27952	rno:83789
up:P15880	hsa:6187
up:O18789	bta:286867
up:P31009	dme:Dmel_CG5920
up:P51403	cel:CELE_C49H3.11
up:Q93VB8	ath:AT1G58684
up:Q93VB8	ath:AT1G58983
up:Q93VB8	ath:AT1G59359
up:Q8L8Y0	ath:AT1G58380
up:Q9SCM3	ath:AT3G57490
up:P49688	ath:AT2G41840
up:P27685	ddi:DDB_G0293742
up:O74892	spo:SPCC576.08c
up:P25443	sce:YGL123W
up:P35604	bta:281707
up:P61923	hsa:22818
up:Q9JHH9	mmu:56358
up:O17901	cel:CELE_F59E10.3
up:B5FXA0	tgu:100189977
up:Q91V16	mmu:67636
up:A3KNJ8	dre:561760
up:Q503U1	dre:553589
up:B5XCZ6	sasa:106609181
up:Q6IPR1	hsa:144363
up:Q0VCR0	bta:783110
up:Q6P8E9	xtr:394590
up:Q5XH16	xla:495253
up:P55769	hsa:4809
up:Q21568	cel:CELE_M28.5
up:Q9U3Z7	dme:Dmel_CG3949
up:O74690	spo:SPAC607.03c
up:Q4P0K3	uma:UMAG_06360
up:P0CQ53	cnb:CNBG3280
up:Q5ANL6	cal:CAALFM_C304380CA
up:Q6BLQ3	dha:DEHA2F11616g
up:Q6C0I0	yli:YALI0F24497g
up:Q757T2	ago:AGOS_AEL070W
up:P39990	sce:YEL026W
up:Q6FQV5	cgr:CAGL0I03234g
up:Q6CM69	kla:KLLA0_E22529g
up:Q54ST0	ddi:DDB_G0282243
up:P54611	dme:Dmel_CG1088
up:P50518	mmu:11973
up:P11019	bta:287017
up:P36543	hsa:529
up:Q6PCU2	rno:297566
up:Q96A05	hsa:90423
up:Q32LB7	bta:540113
up:Q9D593	mmu:74915
up:P47838	gga:396148
up:P62755	rno:100911372
up:P62755	rno:29304
up:P39017	xla:380281
up:Q5E995	bta:787914
up:Q90YR8	ipu:100304560
up:P29327	dme:Dmel_CG10944
up:Q6BXH8	dha:DEHA2B02904g
up:Q9C0Z7	spo:SPAPB1E7.12
up:P05752	spo:SPAC13G6.07c
up:Q6C169	yli:YALI0F18766g
up:Q6FJH3	cgr:CAGL0H05643g
up:Q6FJH3	cgr:CAGL0M06303g
up:Q6CM04	kla:KLLA0_E24047g
up:P0CX37	sce:YBR181C
up:P0CX37	sce:YPL090C
up:Q74ZK3	ago:AGOS_AGR197C
up:O48549	ath:AT4G31700
up:P51430	ath:AT5G10360
up:O60074	spo:SPBC13G1.12
up:Q6IP52	xla:432320
up:Q6DFS6	xtr:448496
up:Q7ZW25	dre:798901
up:O43633	hsa:27243
up:Q9DB34	mmu:68953
up:Q5ZHN1	gga:776036
up:Q54DB1	ddi:DDB_G0292400
up:P50238	hsa:1396
up:Q56K04	bta:574093
up:P63255	rno:691657
up:Q6NY64	dre:405816
up:Q5ZIY5	gga:423970
up:P36876	rno:117104
up:Q6P1F6	mmu:71978
up:Q6DIY3	xtr:448324
up:Q66LE6	hsa:55844
up:Q7ZX64	xla:379305
up:Q925E7	mmu:52432
up:P56932	rno:246255
up:P36872	dme:Dmel_CG6235
up:Q00005	hsa:5521
up:A1L3L9	xla:394301
up:P36877	rno:60660
up:Q0D2F4	xtr:549212
up:Q9Y2T4	hsa:5522
up:P50410	ocu:100328617
up:P97888	rno:117256
up:Q8BG02	mmu:269643
up:P54614	ssc:397089
up:Q12702	spo:SPAC227.07c
up:Q66KU2	xla:100329133
up:Q66KU2	xla:394424
up:Q8I7D9	cin:445686
up:Q9V668	dme:Dmel_CG8860
up:P60058	cfa:404017
up:Q9VWE9	dme:Dmel_CG14214
up:Q19967	cel:CELE_F32D8.6
up:P0DI74	ath:AT4G24920
up:P0DI74	ath:AT5G50460
up:P38385	osa:4328492
up:Q54JV6	ddi:DDB_G0287777
up:Q9SMP2	ath:AT3G48570
up:Q7ZUP1	dre:327154
up:Q5XIV0	rno:310721
up:Q4R8X4	mcf:101926532
up:Q5VWP2	hsa:54855
up:Q5SSF7	mmu:74645
up:Q5ZL95	gga:426544
up:P61088	hsa:7334
up:Q9EQX9	rno:116725
up:Q4R4I1	mcf:101866684
up:P35128	dme:Dmel_CG18319
up:Q9FZ48	ath:AT1G16890
up:Q5JXB2	hsa:389898
up:Q86K32	ddi:DDB_G0277267
up:Q94A97	ath:AT1G78870
up:P52490	sce:YDR092W
up:A7RKS5	nve:NEMVE_v1g198553
up:Q3ZM03	xla:733335
up:P38983	rno:29236
up:P26452	bta:281898
up:Q803F6	dre:394027
up:P14206	mmu:16785
up:Q6P8D1	xtr:394665
up:A6YRY8	oas:100125628
up:Q4GWZ2	ssc:641351
up:P50890	gga:395181
up:B5FXT6	tgu:100190067
up:P08865	hsa:3921
up:P38982	cge:100689045
up:Q90YS4	ipu:100304555
up:B5DGB6	sasa:100195896
up:B5DGB6	sasa:106586974
up:B3RPX6	tad:TRIADDRAFT_49917
up:Q5UAP4	bmor:692424
up:B4GTK1	dpe:6596747
up:B3P9J3	der:6555636
up:Q0H6L1	dsi:Dsimw501_GD16420
up:B4NPT0	dwi:6652795
up:Q7PZ81	aga:AgaP_AGAP011777
up:B3MRX2	dan:Dana_GF21363
up:B4JXG8	dgr:Dgri_GH17574
up:B4L760	dmo:Dmoj_GI16040
up:Q16ZR8	aag:5570108
up:P46769	cel:CELE_B0393.1
up:A9UPA2	mbr:MONBRDRAFT_30792
up:A8XSS1	cbr:CBG17994
up:Q9ZSR8	bna:106354211
up:Q4WYK1	afm:AFUA_3G13320
up:A6RMY2	bfu:BCIN_05g05820
up:A7F2R3	ssl:SS1G_12211
up:A4R188	mgr:MGG_11776
up:A1D695	nfi:NFIA_064030
up:C1GUB6	pbl:PAAG_02111
up:Q6CN12	kla:KLLA0_E16171g
up:A1CL63	act:ACLA_041030
up:Q8H173	ath:AT3G04770
up:A7TEU3	vpo:Kpol_1050p46
up:Q6FJX4	cgr:CAGL0M02849g
up:P46654	sce:YLR048W
up:P32905	sce:YGR214W
up:C5DDM1	lth:KLTH0C02112g
up:A7TIJ7	vpo:Kpol_1010p51
up:Q4P426	uma:UMAG_05137
up:Q9CPU4	mmu:66447
up:Q84WM0	ath:AT3G06680
up:Q9M7X7	ath:AT3G06700
up:P05747	sce:YFR032C-A
up:Q92366	spo:SPBC776.01
up:P11611	ocu:100009300
up:Q0P594	bta:524361
up:P62716	rno:24673
up:P48463	gga:396021
up:P23696	dme:Dmel_CG7109
up:P67776	ssc:397656
up:P63331	rno:103694903
up:P63331	rno:24672
up:P48580	ncr:NCU06630
up:Q9HFQ2	ani:AN6391.2
up:Q9XZE5	ddi:DDB_G0290263
up:A3C4N5	osa:4348601
up:P48578	ath:AT3G58500
up:Q9XGH7	nta:107779504
up:Q9XGH7	nta:107785560
up:Q0DBD3	osa:4341364
up:Q07100	ath:AT2G42500
up:Q07098	ath:AT1G10430
up:P23636	spo:SPBC16H5.07c
up:Q0E2S4	osa:4328734
up:O04951	ath:AT1G69960
up:Q10BT5	osa:4334494
up:Q07099	ath:AT1G59830
up:O04860	nta:107781246
up:P23595	sce:YDL188C
up:P23594	sce:YDL134C
up:Q6IP91	xla:108703929
up:Q6IP91	xla:432334
up:P11084	ocu:100009163
up:P60510	hsa:5531
up:Q5BJ92	rno:171366
up:A8WGP3	dre:100003080
up:Q9XW79	cel:CELE_Y75B8A.30
up:A9JRC7	dre:562705
up:Q9Y0B7	ddi:DDB_G0272116
up:A8XE00	cbr:CBG11776
up:P48528	ath:AT5G55260
up:O76932	dme:Dmel_CG32505
up:Q6BFF6	ptm:GSPATT00000061001
up:Q6BFF6	ptm:PTMB.417c
up:P48529	ath:AT4G26720
up:A0CNL9	ptm:GSPATT00008828001
up:P48726	ptm:GSPATT00001010001
up:A0CCD2	ptm:GSPATT00037234001
up:A0C1E4	ptm:GSPATT00034087001
up:A0DJ90	ptm:GSPATT00017464001
up:Q9XTT8	cel:CELE_Y49E10.3
up:P36614	spo:SPCC1739.12
up:Q9U9A3	ddi:DDB_G0272118
up:P20604	sce:YDL047W
up:Q59KY8	cal:CAALFM_C104380WA
up:Q9LHE7	ath:AT3G19980
up:Q9SX52	ath:AT1G50370
up:O74789	spo:SPBC26H8.05c
up:Q54RD6	ddi:DDB_G0283187
up:Q9CQR6	mmu:67857
up:O00743	hsa:5537
up:Q10298	spo:SPAC22H10.04
up:Q6CNT6	kla:KLLA0_E10055g
up:Q6FM81	cgr:CAGL0K10208g
up:Q74ZR2	ago:AGOS_AGR136W
up:Q27884	dme:Dmel_CG12217
up:P32345	sce:YDR075W
up:O75533	hsa:23451
up:O57683	xla:399336
up:Q10178	spo:SPAC27F1.09c
up:Q8K274	mmu:238024
up:Q9HA64	hsa:79672
up:O75347	hsa:6902
up:Q6PEC1	rno:366995
up:P48428	mmu:21371
up:P48427	bta:327683
up:Q62625	rno:64862
up:Q3SZ71	bta:534546
up:O75439	hsa:9512
up:Q5REK3	pon:100174253
up:Q03346	rno:64198
up:Q9CXT8	mmu:73078
up:P31800	bta:282393
up:P31930	hsa:7384
up:Q9CZ13	mmu:22273
up:Q68FY0	rno:301011
up:Q9P7X1	spo:SPBP23A10.15c
up:Q5ZLY5	gga:420234
up:Q91WB4	mmu:71801
up:Q9H8W4	hsa:79666
up:Q7ZUV1	dre:393214
up:P34657	cel:CELE_ZK632.12
up:P67883	gga:425416
up:Q76KA2	mcf:102126326
up:P58372	ipu:100304544
up:Q8VZ19	ath:AT1G77940
up:Q9C8F7	ath:AT1G36240
up:Q9LSA3	ath:AT3G18740
up:O48558	zma:541668
up:Q9SDG6	osa:4324441
up:Q9UTP0	spo:SPAC1250.05
up:P52808	spo:SPAC9G1.03c
up:Q55BS9	ddi:DDB_G0270380
up:Q6C4U7	yli:YALI0E23562g
up:Q7S7F1	ncr:NCU08963
up:Q6FXZ0	cgr:CAGL0A01540g
up:Q752U5	ago:AGOS_AFR478W
up:P14120	sce:YGL030W
up:P38664	kla:KLLA0_E10847g
up:P0DJ59	tet:TTHERM_00446280
up:P46222	dme:Dmel_CG7726
up:Q90YV7	ipu:100304527
up:Q29205	ssc:414422
up:Q5RC11	pon:100172290
up:Q94300	cel:CELE_T22F3.4
up:P42794	ath:AT3G58700
up:P42794	ath:AT4G18730
up:P42794	ath:AT5G45775
up:P42795	ath:AT2G42740
up:Q7RVN0	ncr:NCU02509
up:Q0DK10	osa:4338077
up:Q0DK10	osa:4341262
up:P16168	ddi:DDB_G0279189
up:Q3E757	sce:YGR085C
up:P0C0W9	sce:YPR102C
up:Q6FTK4	cgr:CAGL0G01826g
up:Q758S7	ago:AGOS_AEL325W
up:P48157	lma:LMJF_04_0470
up:P48157	lma:LMJF_22_0030
up:Q8SSG9	ecu:ECU02_0610
up:A7RWP6	nve:NEMVE_v1g163572
up:Q6NWZ9	dre:393714
up:P21816	rno:81718
up:Q3SZU4	bta:514462
up:Q5RBQ7	pon:100174398
up:Q20893	cel:CELE_F56F10.3
up:Q60TI7	cbr:CBG20456
up:P56558	rno:26295
up:Q8CGY8	mmu:108155
up:Q27HV0	ssc:664652
up:P81436	ocu:100354727
up:O15294	hsa:8473
up:Q9BXS5	hsa:8907
up:Q32Q06	rno:306332
up:P35585	mmu:11767
up:P35602	cel:CELE_K11D2.3
up:Q9Y6Q5	hsa:10053
up:Q9WVP1	mmu:11768
up:Q3SYW1	bta:515766
up:P31674	osa:4342580
up:Q9FY65	ath:AT5G09500
up:Q9UTQ6	spo:SPAC1071.07c
up:O94715	spo:SPCC1393.03
up:P62844	ssc:397607
up:Q56K10	bta:514569
up:P70066	xma:102217200
up:P20342	xla:380527
up:P20342	xla:548611
up:Q9FY66	ath:AT5G09490
up:Q9XVP0	cel:CELE_F36A2.6
up:Q9FY64	ath:AT5G09510
up:Q08112	ath:AT1G04270
up:Q9FIX6	ath:AT5G43640
up:Q01855	sce:YOL040C
up:Q9V1T9	pab:PAB2123
up:C3YWU0	bfo:BRAFLDRAFT_56888
up:Q9BTY2	hsa:2519
up:Q6AYS4	rno:292485
up:Q5RFI5	pon:100174203
up:Q5ZHW4	gga:100529061
up:Q58DS9	bta:613749
up:P35278	mmu:19345
up:P51148	hsa:5878
up:Q98932	gga:395197
up:P51147	cfa:403941
up:P61020	hsa:5869
up:P18066	cfa:404008
up:Q0IIG7	bta:539764
up:P20339	hsa:5868
up:Q9CQD1	mmu:271457
up:Q06AU6	ssc:100144499
up:M0RC99	rno:100361891
up:M0RC99	rno:64633
up:Q86JP3	ddi:DDB_G0271984
up:Q9SN68	ath:AT4G19640
up:P31582	ath:AT5G45130
up:P36017	sce:YOR089C
up:Q9CB01	ath:AT3G54840
up:Q9SHU5	ath:AT2G15310
up:Q54V47	ddi:DDB_G0280621
up:Q54JJ3	ddi:DDB_G0288015
up:Q54V41	ddi:DDB_G0280633
up:Q94231	cel:CELE_F45E4.1
up:P40994	sce:YOR094W
up:A7SJ66	nve:NEMVE_v1g245604
up:Q9NWV4	hsa:54987
up:Q32P66	bta:517857
up:Q8BHG2	mmu:74098
up:Q3B8G0	xla:734812
up:Q498R7	rno:298384
up:Q6DKE1	xla:444530
up:P62898	rno:100363502
up:P62898	rno:25309
up:P67881	gga:420624
up:P62894	bta:100847700
up:P62894	bta:510767
up:P00021	clv:102085712
up:P00011	cfa:475258
up:P99998	ptr:744779
up:Q640U4	xtr:493538
up:P68099	cdk:105095080
up:Q6GQE4	xla:443888
up:P68097	eai:106829744
up:Q6PBF4	xtr:394490
up:Q6NTN0	xla:414705
up:Q3SZT9	bta:781996
up:P10715	rno:25310
up:P00015	mmu:13067
up:Q1KKS2	tru:101064386
up:Q6IQM2	dre:415158
up:P84029	dme:Dmel_CG17903
up:Q4SG99	tng:GSTEN00018747G001
up:P00038	ame:408270
up:P00046	spo:SPCC191.07
up:P38091	ani:AN6246.2
up:Q0DI31	osa:4338825
up:P15451	cre:CHLREDRAFT_176233
up:Q1KL06	tru:101067333
up:Q4N594	tpv:TP02_0396
up:O23138	ath:AT1G22840
up:Q9T0G2	ath:AT4G10040
up:Q4HVX7	fgr:FGSG_10881
up:P00048	ncr:NCU01808
up:P25400	cgr:CAGL0I01408g
up:P53698	cal:CAALFM_C210110WA
up:Q4UEA0	tan:TA12950
up:P00044	sce:YJR048W
up:O13393	pic:PICST_78490
up:P00043	dha:DEHA2C12848g
up:P00045	sce:YEL039C
up:P04657	dme:Dmel_CG13263
